Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,HasMortgage,HasDependents,HasCoSigner,Default,LoanToIncome,EmploymentYears,CreditRisk,Education_high school,Education_master's,Education_phd,EmploymentType_part-time,EmploymentType_self-employed,EmploymentType_unemployed,MaritalStatus_married,MaritalStatus_single,LoanPurpose_business,LoanPurpose_education,LoanPurpose_home,LoanPurpose_other,InterestLevel_medium,InterestLevel_high,DTIBucket_medium,DTIBucket_high,DTIBucket_extreme,y_true,y_pred,cluster
60,111230,238637,348,95,2,16.02,12,0.25,0,1,0,0,2.145437382,7.916666667,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5
61,20017,247342,767,78,2,7.39,24,0.8,0,0,1,0,12.35659689,6.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25
58,23501,132958,721,12,2,2.62,60,0.28,1,1,1,0,5.657546487,1.0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,21
50,34301,15033,377,98,3,10.57,36,0.16,0,1,1,0,0.438267106,8.166666667,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,14
35,107349,19869,379,34,2,22.21,36,0.8,0,0,1,1,0.185087891,2.833333333,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,26
30,79317,132661,701,104,3,24.57,36,0.59,1,1,0,0,1.672541826,8.666666667,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,10
46,16287,29678,542,45,4,7.47,60,0.3,1,0,0,0,1.822189476,3.75,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9
18,118742,81117,483,94,4,20.41,36,0.36,1,1,1,0,0.683136548,7.833333333,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,48
20,138720,191238,349,111,3,8.28,12,0.53,1,1,0,0,1.378589965,9.25,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,49
19,50722,36652,444,14,4,22.41,36,0.71,1,0,0,1,0.722605575,1.166666667,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,39
40,34811,232882,660,83,1,10.58,48,0.31,1,1,0,0,6.689896872,6.916666667,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,37
43,112538,182592,805,99,3,7.35,60,0.43,0,1,0,0,1.622491958,8.25,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22
60,117753,207033,791,42,2,13.18,48,0.27,0,0,1,0,1.758197243,3.5,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,42
45,45422,38169,489,64,1,8.37,60,0.66,0,1,1,0,0.840319669,5.333333333,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,9
18,112621,39749,710,118,1,5.64,48,0.84,1,1,1,0,0.352944833,9.833333333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22
35,46258,247180,409,70,4,17.81,24,0.86,1,1,1,0,5.34350815,5.833333333,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,24
65,35520,38324,741,8,2,16.62,24,0.17,1,1,1,0,1.078941441,0.666666667,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,47
44,148076,196877,348,118,1,8.75,24,0.52,0,1,0,0,1.329567249,9.833333333,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21
62,77704,202266,401,91,4,17.57,60,0.52,0,0,0,0,2.603032019,7.583333333,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,29
38,19516,54357,302,12,2,14.62,36,0.14,1,1,1,0,2.785253126,1.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,11
33,91744,67815,475,33,3,3.79,60,0.76,0,1,1,0,0.739176404,2.75,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,32
58,101938,176076,439,59,3,19.0,24,0.37,1,1,1,0,1.727285213,4.916666667,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,28
25,127371,91288,314,14,3,3.97,48,0.4,0,1,0,1,0.716709455,1.166666667,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,19
58,127375,171461,521,99,1,19.48,12,0.28,1,1,0,0,1.346111874,8.25,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,24
43,111767,203695,357,10,2,21.02,48,0.55,0,1,1,0,1.822496801,0.833333333,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,33
34,145544,190552,498,3,2,8.02,24,0.24,1,1,0,0,1.309239818,0.25,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45
35,126022,242425,627,113,2,13.33,60,0.24,1,1,1,0,1.923672057,9.416666667,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,15
19,36722,87379,530,23,4,11.13,12,0.59,0,1,0,0,2.379472796,1.916666667,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,11
42,19573,21336,672,88,4,17.17,60,0.49,0,1,1,0,1.09007306,7.333333333,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,15
24,60527,196587,505,46,2,10.56,60,0.21,0,0,0,1,3.247922415,3.833333333,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,30
36,17684,241387,567,100,1,3.34,36,0.59,0,1,0,1,13.65002262,8.333333333,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,32
24,57351,213583,370,0,1,17.44,48,0.87,1,0,1,1,3.72413733,0.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,28
56,75433,247039,490,109,4,21.71,48,0.24,0,0,1,0,3.274945979,9.083333333,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,48
58,124071,7451,668,27,2,4.37,24,0.75,0,0,1,0,0.060054324,2.25,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,21
52,113160,189799,401,66,2,3.82,36,0.46,1,1,1,0,1.677262283,5.5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
38,62876,139748,467,54,1,24.34,24,0.73,1,0,0,1,2.222596857,4.5,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,39
19,122189,201101,366,3,4,14.99,12,0.7,1,1,0,1,1.645819182,0.25,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,3
35,124284,34207,383,46,4,4.32,24,0.11,0,1,1,0,0.275232532,3.833333333,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,27
68,99320,179671,545,21,4,23.82,12,0.34,1,1,1,1,1.809011277,1.75,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,26
57,54922,136128,780,117,1,15.54,12,0.45,0,0,1,0,2.478569608,9.75,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4
45,64780,36281,342,104,2,22.43,60,0.21,0,0,1,0,0.560064835,8.666666667,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,24
59,104537,95068,799,23,3,8.33,24,0.68,0,0,0,0,0.909419631,1.916666667,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,44
60,82759,158280,438,76,4,17.78,24,0.85,0,1,0,0,1.912541234,6.333333333,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,41
44,40822,186008,810,68,2,14.92,12,0.2,0,0,1,0,4.556562638,5.666666667,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,13
18,130339,216523,753,59,2,10.65,48,0.79,1,0,1,1,1.661229563,4.916666667,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,40
29,67270,9105,435,98,4,13.62,12,0.69,1,0,1,0,0.135350082,8.166666667,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,3
40,78427,135318,316,5,1,17.25,36,0.13,1,0,0,0,1.725400691,0.416666667,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,30
65,91495,64171,674,84,2,7.38,24,0.13,1,0,1,0,0.70136073,7.0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,40
56,75011,59662,611,19,1,23.52,36,0.78,0,0,1,1,0.795376678,1.583333333,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,10
62,145265,244924,369,8,1,22.1,60,0.89,0,1,1,0,1.686049633,0.666666667,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,26
56,57980,124521,603,31,2,8.04,48,0.36,1,0,1,0,2.147654364,2.583333333,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37
31,105001,11645,810,118,2,11.39,12,0.69,1,1,1,0,0.110903706,9.833333333,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,38
44,26520,152590,760,9,2,22.84,24,0.21,0,0,1,0,5.753770739,0.75,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,34
33,118318,24123,607,15,3,23.87,48,0.86,1,1,1,0,0.203882757,1.25,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,23
45,109672,18159,424,1,4,16.33,48,0.61,1,1,1,0,0.165575534,0.083333333,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,16
54,43123,74455,393,37,3,13.14,60,0.82,0,0,0,0,1.726572827,3.083333333,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,16
38,20000,100213,605,116,2,21.89,48,0.3,0,1,0,0,5.01065,9.666666667,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,46
57,110754,115901,555,55,2,23.95,24,0.44,1,1,1,0,1.046472362,4.583333333,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,28
66,20810,63622,764,0,1,9.84,48,0.52,0,1,1,1,3.057280154,0.0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,21
35,72808,235295,380,10,1,14.98,60,0.77,1,0,1,0,3.231719042,0.833333333,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16
21,32662,90055,458,90,4,18.28,36,0.1,1,0,1,1,2.757179597,7.5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,26
39,82260,229941,409,84,3,12.1,60,0.87,1,0,0,0,2.795295405,7.0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,11
63,127816,242040,441,26,1,6.59,12,0.76,1,1,1,0,1.893659636,2.166666667,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,45
35,98500,135023,479,78,1,18.82,60,0.1,0,1,1,0,1.370791878,6.5,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,24
33,110307,235914,474,49,2,10.19,24,0.26,0,1,0,0,2.138703799,4.083333333,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,30
37,147057,85560,831,59,1,3.28,48,0.64,1,0,0,0,0.581815215,4.916666667,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,22
33,32742,100413,365,46,4,4.19,12,0.14,1,1,1,0,3.066794942,3.833333333,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,32
66,50640,76665,802,44,1,2.79,48,0.1,1,0,0,0,1.513921801,3.666666667,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,47
64,67941,80298,642,97,4,10.65,12,0.71,0,1,1,0,1.181878394,8.083333333,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,47
50,118345,61030,548,26,2,19.7,60,0.55,1,1,0,0,0.515695636,2.166666667,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,48
19,118074,205346,665,94,2,18.32,36,0.24,0,1,1,0,1.739129698,7.833333333,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,8
64,63719,81967,332,72,2,11.17,36,0.64,1,1,1,0,1.286382398,6.0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,14
34,112390,175634,340,2,1,20.32,48,0.44,1,0,1,0,1.562719103,0.166666667,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
44,71691,109159,578,99,1,12.13,12,0.7,1,1,0,0,1.522631851,8.25,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,16
32,80942,59811,585,88,3,4.89,60,0.63,1,1,1,0,0.738936522,7.333333333,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
66,19643,120058,444,109,1,22.51,36,0.66,0,0,1,0,6.111999185,9.083333333,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
47,29466,234402,468,57,4,9.53,60,0.86,0,1,1,1,7.954998982,4.75,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,49
36,122054,148352,358,18,4,11.57,60,0.53,0,1,0,1,1.215462009,1.5,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,3
66,72776,75998,492,71,1,2.98,36,0.34,0,1,0,0,1.044272837,5.916666667,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,45
67,46122,204694,314,19,3,13.26,48,0.23,0,0,1,0,4.438098955,1.583333333,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,30
20,26503,222475,818,101,2,13.44,12,0.69,0,1,1,0,8.394332717,8.416666667,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,27
41,104530,127363,525,52,4,12.51,36,0.54,1,0,1,0,1.218434899,4.333333333,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,5
55,102766,46840,377,6,1,23.45,36,0.24,0,0,1,0,0.455792772,0.5,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,24
21,70795,212212,460,27,3,11.61,24,0.9,0,1,1,0,2.997556325,2.25,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,27
51,137051,167017,428,103,2,10.84,36,0.36,0,1,1,0,1.218648532,8.583333333,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,45
50,18547,200598,548,84,1,17.23,60,0.76,0,0,0,1,10.81565752,7.0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,38
60,37902,130900,554,2,3,7.15,60,0.71,0,0,0,0,3.453643607,0.166666667,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19
64,97242,69002,817,29,2,14.97,60,0.85,1,0,1,0,0.709590506,2.416666667,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,20
54,59696,146991,561,5,3,5.94,48,0.42,0,1,0,0,2.462325784,0.416666667,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,38
59,119567,9854,305,5,4,21.14,36,0.88,1,1,0,0,0.082414044,0.416666667,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,48
61,126329,207712,607,93,2,7.08,12,0.35,1,0,0,0,1.644214709,7.75,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,21
56,53697,179853,543,52,3,7.31,48,0.12,0,1,0,0,3.349404995,4.333333333,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,49
19,113816,113207,436,93,1,4.45,36,0.34,0,0,0,0,0.994649258,7.75,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
46,66098,202160,475,95,2,17.81,24,0.86,1,0,1,0,3.05848891,7.916666667,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,24
65,34950,84990,699,12,1,15.95,12,0.19,1,0,1,0,2.431759657,1.0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,7
56,81294,164444,752,29,1,13.69,12,0.66,1,1,0,0,2.022830713,2.416666667,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,20
45,90589,60963,528,99,1,22.24,48,0.76,0,1,0,0,0.672962501,8.25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,36
29,73941,180446,586,26,4,6.4,12,0.4,0,1,1,1,2.440405188,2.166666667,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,18
50,102385,152549,379,98,4,20.58,24,0.43,0,1,1,0,1.489954583,8.166666667,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,28
20,124299,150087,395,15,2,19.81,12,0.42,0,1,0,0,1.207467478,1.25,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,23
32,94955,22636,731,89,3,6.73,60,0.86,0,1,0,0,0.238386604,7.416666667,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,13
34,80736,172082,487,47,1,19.97,12,0.14,1,1,0,0,2.131415973,3.916666667,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,29
25,81125,77801,419,52,4,14.52,36,0.12,0,1,1,1,0.959026194,4.333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,30
44,93610,149642,656,92,4,23.67,60,0.85,1,0,0,0,1.598568529,7.666666667,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,33
30,111358,186347,812,75,3,3.52,48,0.34,0,1,0,0,1.673404695,6.25,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12
19,128924,121464,413,118,4,10.64,36,0.53,0,1,1,0,0.942136452,9.833333333,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,7
20,142132,28354,690,14,3,24.51,60,0.73,1,0,0,1,0.199490614,1.166666667,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,10
47,143646,104222,740,24,4,18.41,12,0.24,0,1,1,0,0.725547527,2.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,34
28,131990,52649,525,101,2,13.2,36,0.85,1,1,0,0,0.398886279,8.416666667,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,9
45,16492,245219,469,54,4,19.61,12,0.83,0,0,0,1,14.86896677,4.5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,39
58,67106,27189,784,48,3,20.17,60,0.14,1,1,1,0,0.405164963,4.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,34
57,66021,81575,783,14,3,15.7,36,0.47,1,1,0,0,1.235591706,1.166666667,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,37
66,136683,91124,744,103,3,10.63,60,0.51,1,0,0,0,0.666681299,8.583333333,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,15
62,81478,167783,809,83,3,13.6,36,0.4,0,1,1,0,2.059242986,6.916666667,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,7
50,140500,87791,557,93,2,8.33,24,0.72,0,0,1,0,0.624846975,7.75,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49
43,129845,15366,429,50,4,2.19,12,0.38,1,0,0,0,0.118341099,4.166666667,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,32
69,62901,78674,590,18,1,15.75,48,0.45,1,1,1,0,1.250759129,1.5,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,35
59,68332,70951,794,47,3,2.69,48,0.6,0,0,0,0,1.038327577,3.916666667,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25
35,104761,79499,534,6,1,9.02,60,0.67,0,0,1,0,0.758860645,0.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41
33,143024,78001,730,29,2,14.73,24,0.28,0,1,0,0,0.545370008,2.416666667,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,27
28,42124,43170,403,69,4,23.06,60,0.55,0,1,0,0,1.02483145,5.75,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,29
20,122517,104115,345,103,3,8.6,24,0.41,0,0,1,0,0.849800436,8.583333333,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,18
40,62756,182360,459,117,2,5.93,60,0.63,1,0,1,0,2.905857607,9.75,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,9
45,46592,77745,497,95,3,17.73,24,0.58,1,0,1,1,1.6686341,7.916666667,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,17
28,87951,115678,804,80,4,5.52,36,0.87,1,0,1,0,1.315255085,6.666666667,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,40
46,39333,56033,524,37,4,20.77,24,0.23,0,0,0,0,1.424579869,3.083333333,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,17
39,28677,236570,759,12,2,15.3,36,0.25,0,0,1,0,8.249468215,1.0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,13
45,118813,19611,484,32,4,9.39,48,0.62,0,0,0,0,0.165057696,2.666666667,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19
37,29593,233003,601,2,3,10.29,48,0.21,0,1,1,0,7.873584969,0.166666667,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,15
46,55907,164787,322,76,1,11.77,24,0.19,0,1,0,0,2.947519989,6.333333333,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,45
50,134537,13509,651,36,2,17.43,24,0.26,1,1,0,0,0.100411039,3.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,10
61,32193,41691,550,93,2,11.66,60,0.18,0,0,1,0,1.295033082,7.75,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5
33,79836,67393,691,74,2,23.68,24,0.84,1,0,1,1,0.844142993,6.166666667,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,26
68,49579,25987,433,114,2,2.72,36,0.84,0,1,0,1,0.524153371,9.5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,32
18,39341,61746,521,108,1,19.53,12,0.34,0,1,1,0,1.569507638,9.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,48
44,146242,67598,425,14,2,16.69,12,0.86,1,1,0,0,0.462233832,1.166666667,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,9
49,105848,72375,498,9,3,18.47,60,0.77,1,1,1,0,0.68376351,0.75,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
68,137470,54498,751,108,2,19.34,24,0.85,0,1,0,0,0.396435586,9.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
20,134514,36286,590,42,1,2.32,48,0.31,0,1,1,0,0.269756308,3.5,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,49
45,25249,16481,765,72,2,6.74,60,0.39,0,1,0,0,0.652738722,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
23,121822,130178,472,66,3,14.11,36,0.32,1,0,0,0,1.06859188,5.5,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,9
22,27102,208795,513,102,4,15.26,24,0.44,0,1,1,1,7.704043982,8.5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,19
52,146769,137983,842,84,1,6.81,48,0.5,1,0,0,0,0.940137222,7.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,13
19,81433,149764,541,26,4,13.14,48,0.58,1,0,0,1,1.839106996,2.166666667,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,38
54,64150,184701,710,47,2,20.22,24,0.55,1,0,0,0,2.879204988,3.916666667,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,8
64,129404,131565,778,115,4,16.5,60,0.49,1,0,1,0,1.016699638,9.583333333,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4
39,29660,21282,834,99,3,12.07,60,0.54,0,0,0,0,0.71753203,8.25,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,22
47,16112,47278,745,66,4,21.55,60,0.8,0,0,1,0,2.934334657,5.5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,10
54,35825,65082,547,4,2,9.7,24,0.49,1,1,0,0,1.816664341,0.333333333,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,19
37,23306,82836,511,68,3,7.98,60,0.14,1,1,0,0,3.554277868,5.666666667,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,16
27,99224,25950,583,53,4,5.85,36,0.86,1,0,1,0,0.261529469,4.416666667,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,32
26,95128,172446,730,1,1,23.65,48,0.88,0,1,1,0,1.812778572,0.083333333,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,23
42,149797,59865,589,74,4,15.77,12,0.42,0,0,1,1,0.399640847,6.166666667,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,19
43,135051,106300,666,69,4,11.09,12,0.59,1,1,1,0,0.787110055,5.75,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13
21,123430,112123,422,63,1,7.26,24,0.51,1,0,1,0,0.908393421,5.25,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,19
35,19548,159190,583,108,3,18.65,60,0.79,1,0,1,1,8.143544097,9.0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,26
57,144335,54012,750,61,4,9.06,36,0.73,0,0,1,0,0.374212769,5.083333333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22
39,94024,244501,714,109,1,22.65,36,0.63,0,0,0,1,2.600410533,9.083333333,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,10
62,113078,127283,729,32,3,2.51,12,0.56,1,0,1,0,1.125621253,2.666666667,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
54,114647,65004,521,17,2,22.03,12,0.73,1,1,0,0,0.566992595,1.416666667,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,29
24,64095,123794,801,61,1,20.27,36,0.57,0,0,1,0,1.931414307,5.083333333,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,33
