Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,HasMortgage,HasDependents,HasCoSigner,LoanToIncome,EmploymentYears,CreditRisk,Education_high school,Education_master's,Education_phd,EmploymentType_part-time,EmploymentType_self-employed,EmploymentType_unemployed,MaritalStatus_married,MaritalStatus_single,LoanPurpose_business,LoanPurpose_education,LoanPurpose_home,LoanPurpose_other,InterestLevel_medium,InterestLevel_high,DTIBucket_medium,DTIBucket_high,DTIBucket_extreme,Default,prediction,cluster
36,64742,8171,630,83,3,8.15,48,0.61,1,0,1,0.126208644,6.916666667,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
69,74267,14893,673,84,1,16.3,60,0.54,1,1,1,0.200533211,7.0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,28
31,109681,81463,696,6,2,13.22,60,0.5,1,0,0,0.742726635,0.5,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,38
36,91492,24152,386,115,1,20.23,36,0.81,0,1,0,0.263979364,9.583333333,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,44
22,107348,228415,531,31,3,15.29,36,0.15,1,0,0,2.127799307,2.583333333,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,17
23,74686,102202,360,111,4,12.42,12,0.13,0,1,1,1.368422462,9.25,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,20
55,48342,120630,312,75,4,22.6,48,0.86,1,1,0,2.495345662,6.25,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,5
20,81704,145060,415,89,4,9.66,24,0.32,0,1,0,1.775433271,7.416666667,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16
63,84266,165440,334,102,3,5.8,12,0.89,1,0,1,1.963306672,8.5,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,40
59,37733,86555,728,107,2,14.58,60,0.29,1,0,1,2.293880688,8.916666667,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,9
22,75105,133238,697,45,4,17.85,12,0.21,0,1,0,1.774023034,3.75,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,49
25,15808,148352,586,2,3,6.08,60,0.29,0,1,1,9.384615385,0.166666667,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,42
33,35744,58282,818,9,1,24.37,60,0.77,1,0,0,1.630539391,0.75,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,4
30,95760,111657,648,25,1,8.96,24,0.25,0,1,0,1.166008772,2.083333333,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,36
61,21757,141995,439,109,3,17.17,12,0.77,0,0,0,6.526405295,9.083333333,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20
29,137315,157487,627,91,1,13.2,12,0.53,0,1,1,1.146903106,7.583333333,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,28
33,112773,112385,434,54,1,13.91,36,0.74,0,0,1,0.99655946,4.5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,12
48,109626,80463,669,73,2,24.87,36,0.74,0,1,0,0.733977341,6.083333333,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,33
27,92016,137139,813,21,3,19.3,24,0.89,1,0,1,1.490382107,1.75,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,45
39,148940,220583,642,113,3,9.92,12,0.63,1,0,0,1.481019202,9.416666667,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,43
22,59185,242805,829,68,2,17.84,24,0.18,0,1,0,4.102475289,5.666666667,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,48
48,58599,69531,602,52,2,7.75,36,0.48,0,1,0,1.186556085,4.333333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
61,23143,212040,498,13,3,16.35,60,0.28,1,1,1,9.162165666,1.083333333,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2
53,64688,158211,844,26,1,18.53,12,0.22,1,0,0,2.445755009,2.166666667,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,33
60,114544,7637,427,39,3,19.6,36,0.15,0,0,1,0.066673069,3.25,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,10
26,18697,202571,385,35,1,9.8,48,0.48,1,1,0,10.83441194,2.916666667,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20
27,68352,73453,324,60,4,4.96,24,0.28,0,1,1,1.074628394,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32
32,44352,188534,347,35,3,3.49,48,0.85,0,0,1,4.250856782,2.916666667,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,42
55,144868,232313,739,40,3,23.12,48,0.33,0,0,0,1.603618466,3.333333333,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,39
41,97751,233624,757,15,1,12.39,12,0.84,1,0,0,2.389990895,1.25,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,6
30,78486,95975,455,34,3,23.04,36,0.67,1,1,0,1.222829549,2.833333333,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,26
28,143117,178875,722,80,3,9.91,12,0.38,1,0,0,1.24985152,6.666666667,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,43
36,79793,90448,590,28,1,19.01,60,0.72,1,0,1,1.133533017,2.333333333,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,25
42,28540,225254,775,7,4,8.94,24,0.76,0,1,0,7.892571829,0.583333333,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,36
62,127601,216405,668,7,1,24.13,36,0.54,1,1,0,1.695950659,0.583333333,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7
23,90510,147852,654,71,1,5.35,36,0.63,0,1,1,1.633543255,5.916666667,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,37
61,51939,157595,367,34,3,15.62,60,0.65,1,1,1,3.034232465,2.833333333,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,17
32,138309,227411,634,76,1,22.9,36,0.21,0,0,0,1.644224165,6.333333333,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,49
19,82649,31634,508,3,1,12.04,48,0.51,0,1,1,0.382751152,0.25,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,12
49,34370,211322,826,7,4,24.2,24,0.38,0,0,0,6.14844341,0.583333333,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,33
52,135923,25562,452,117,4,5.18,60,0.22,1,0,1,0.188062359,9.75,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,42
29,20520,51246,665,68,2,18.47,24,0.21,0,1,1,2.497368421,5.666666667,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,45
41,100958,45838,402,115,4,4.4,12,0.1,1,0,1,0.454030389,9.583333333,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
65,102994,118446,308,94,1,11.34,12,0.32,1,0,1,1.150028157,7.833333333,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,8
44,36532,59656,631,70,2,17.33,36,0.13,1,0,0,1.632979306,5.833333333,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,39
19,136797,69886,774,24,4,24.87,36,0.84,0,0,0,0.510873776,2.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,7
26,27955,91054,539,13,2,17.6,24,0.61,0,1,1,3.257163298,1.083333333,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,21
31,44231,54231,337,111,2,11.06,48,0.56,0,0,0,1.226085777,9.25,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,13
40,41317,190855,374,96,4,18.25,12,0.22,1,1,1,4.61928504,8.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,46
37,45418,246908,785,45,3,19.15,12,0.15,0,0,0,5.436346823,3.75,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,21
64,41671,84441,386,89,2,24.75,36,0.6,0,1,1,2.026373257,7.416666667,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,29
27,127585,65038,605,26,2,18.0,48,0.23,0,1,1,0.509762119,2.166666667,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,33
61,104325,133298,608,47,4,7.95,24,0.17,1,1,0,1.277718668,3.916666667,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,37
69,55863,110398,303,114,1,11.87,24,0.56,1,0,0,1.976227557,9.5,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,12
21,139699,183679,332,81,3,9.5,24,0.21,0,1,1,1.31481972,6.75,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,13
63,67767,71939,461,37,3,20.04,24,0.39,1,1,0,1.061563888,3.083333333,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,25
68,80224,100082,383,10,3,19.65,36,0.43,1,0,1,1.247531911,0.833333333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,26
24,89451,247823,338,6,3,13.29,36,0.69,1,0,0,2.770488871,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,32
51,143150,239675,413,60,4,23.08,48,0.7,1,1,1,1.6742927,5.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,15
59,70329,221997,308,92,2,18.07,48,0.43,1,0,1,3.15654993,7.666666667,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,10
47,17603,204318,516,95,4,6.6,24,0.6,0,0,0,11.60699881,7.916666667,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,42
33,122906,89140,506,23,2,5.1,36,0.36,0,0,1,0.725269718,1.916666667,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,36
40,57515,242374,468,43,4,24.2,48,0.39,1,1,1,4.214100669,3.583333333,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,29
53,40394,7247,449,99,2,19.23,36,0.62,1,0,1,0.179407833,8.25,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,46
40,23219,246460,654,35,1,13.69,12,0.52,0,1,0,10.61458288,2.916666667,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,28
21,19667,38436,753,52,3,18.59,24,0.75,1,1,0,1.954339757,4.333333333,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1
23,127164,225563,715,71,2,21.48,36,0.86,1,0,1,1.773796043,5.916666667,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,48
41,83813,143614,682,73,1,4.98,24,0.58,0,1,0,1.713505065,6.083333333,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37
23,105792,180502,826,20,3,24.33,24,0.59,1,1,1,1.706197066,1.666666667,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,49
49,116299,202350,774,95,3,24.9,12,0.19,0,1,1,1.739911779,7.916666667,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,48
39,134907,31602,459,23,2,18.51,36,0.47,1,1,1,0.234250261,1.916666667,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,10
41,130440,170835,829,7,1,17.25,12,0.43,1,1,1,1.309682613,0.583333333,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,19
45,29944,181726,438,95,4,24.26,36,0.51,0,1,1,6.068861876,7.916666667,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,46
51,135230,81757,591,118,2,21.77,24,0.14,1,0,1,0.604577387,9.833333333,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,25
34,85672,245258,821,72,4,22.2,24,0.76,0,1,1,2.862755626,6.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,33
48,31668,219234,766,75,4,21.92,36,0.59,0,1,0,6.922887457,6.25,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,24
63,32605,74837,453,59,4,15.55,12,0.8,1,1,1,2.295261463,4.916666667,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,32
51,44610,203366,395,0,2,5.6,12,0.51,0,1,0,4.558753643,0.0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,42
33,149282,30970,413,59,3,22.44,24,0.22,0,1,0,0.207459707,4.916666667,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,46
44,75831,235559,751,63,1,13.16,36,0.4,1,1,1,3.106368108,5.25,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,8
20,60489,77362,785,8,1,15.24,24,0.71,0,1,0,1.278943279,0.666666667,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,28
33,68536,92075,659,64,1,8.31,24,0.58,1,0,1,1.343454535,5.333333333,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,19
67,134008,79201,575,109,2,9.04,36,0.13,1,1,1,0.591016954,9.083333333,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,20
50,133713,114380,796,107,2,14.79,36,0.73,0,1,0,0.855414208,8.916666667,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,6
28,70401,50112,354,6,2,13.62,24,0.45,1,1,0,0.711808071,0.5,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,41
35,125155,31793,734,114,3,23.62,60,0.44,1,1,0,0.254029004,9.5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,48
33,22260,152449,495,55,3,2.21,60,0.73,0,0,1,6.848562444,4.583333333,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3
24,21699,57072,673,36,4,2.71,36,0.11,0,0,0,2.630167289,3.0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9
55,61527,138022,811,3,1,10.52,48,0.42,1,0,1,2.24327531,0.25,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6
25,56913,100604,674,106,4,9.38,24,0.67,1,1,0,1.767680495,8.833333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42
46,42807,190791,430,118,4,7.5,24,0.8,0,0,1,4.457004695,9.833333333,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
29,40329,202310,369,105,3,6.03,12,0.74,1,0,0,5.016489375,8.75,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22
55,58963,191817,367,14,4,22.29,48,0.8,1,1,0,3.25317572,1.166666667,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,25
59,25583,214808,511,76,1,18.77,60,0.42,1,0,1,8.39651331,6.333333333,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,25
33,59293,131753,394,18,1,8.97,48,0.43,1,1,1,2.222066686,1.5,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,20
46,143387,84885,471,109,1,10.38,60,0.22,1,1,1,0.591999275,9.083333333,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,17
42,108234,163385,372,57,3,23.89,48,0.15,0,1,1,1.509553375,4.75,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,7
28,120414,238321,667,5,2,10.02,12,0.29,0,0,1,1.979180162,0.416666667,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,27
27,53135,179387,763,21,4,18.09,48,0.68,1,0,0,3.376060977,1.75,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,21
26,52437,162654,805,2,4,22.04,60,0.87,1,1,1,3.101893701,0.166666667,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,21
38,57628,110978,564,101,1,20.51,48,0.76,1,1,1,1.925765253,8.416666667,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,24
62,84059,151990,500,72,2,7.14,24,0.14,0,0,0,1.808134762,6.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,40
23,46450,112404,720,66,1,21.19,48,0.8,0,1,1,2.419892357,5.5,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,25
22,95160,168966,434,64,4,15.43,36,0.76,1,0,0,1.775598991,5.333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,17
36,114392,130449,486,59,2,10.58,24,0.68,1,1,1,1.140368208,4.916666667,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,2
27,38029,100814,671,22,3,10.66,12,0.43,0,0,1,2.650976886,1.833333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,43
25,94760,157926,552,63,1,16.45,36,0.57,1,0,1,1.666589278,5.25,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,31
19,34216,246127,810,94,4,22.36,24,0.3,1,0,1,7.193330606,7.833333333,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,33
67,27524,184653,357,59,3,10.74,48,0.53,0,1,1,6.708799593,4.916666667,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,12
19,99656,117734,620,70,1,12.24,36,0.71,1,0,0,1.18140403,5.833333333,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,47
50,84502,208995,464,41,2,23.71,24,0.77,1,0,1,2.473255071,3.416666667,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,29
20,45046,162485,477,38,2,18.14,24,0.73,1,0,0,3.60709053,3.166666667,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,7
26,26762,206115,733,23,2,10.03,36,0.21,1,0,1,7.701778641,1.916666667,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,6
21,66018,199356,635,3,2,4.77,24,0.77,1,0,0,3.019721894,0.25,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,13
23,142486,183896,579,67,3,22.7,24,0.52,1,1,0,1.290625044,5.583333333,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,5
23,73419,76049,786,30,2,21.1,60,0.66,0,1,1,1.03582179,2.5,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,33
20,99464,248557,318,74,3,19.45,60,0.45,0,0,1,2.498964449,6.166666667,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,23
68,148685,17962,352,43,3,20.08,48,0.51,1,0,0,0.12080573,3.583333333,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,15
19,62888,174480,419,61,1,22.65,60,0.81,0,0,1,2.774456176,5.083333333,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,21
27,83497,18363,476,76,2,24.49,36,0.36,1,1,0,0.219924069,6.333333333,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5
26,86512,101075,551,70,2,12.32,48,0.6,1,0,0,1.168335029,5.833333333,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,20
20,52789,182497,305,18,2,2.24,36,0.42,1,0,1,3.457102806,1.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,8
45,67910,162798,311,61,3,8.07,36,0.14,1,0,0,2.397261081,5.083333333,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,32
24,32775,54145,594,100,3,22.46,60,0.5,1,0,1,1.652021358,8.333333333,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,25
37,78312,78122,688,66,1,24.64,24,0.51,0,1,1,0.997573807,5.5,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,39
44,129000,185944,434,83,1,14.98,36,0.84,1,0,1,1.441426357,6.916666667,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,20
22,28646,141758,569,106,1,21.87,12,0.71,1,1,1,4.948614117,8.833333333,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,5
40,124117,201215,431,109,2,6.77,48,0.49,0,0,0,1.621171959,9.083333333,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,27
29,133027,45432,461,88,1,15.02,48,0.23,1,1,1,0.341524653,7.333333333,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6
67,83982,81942,615,79,3,8.14,36,0.49,1,1,1,0.975709081,6.583333333,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36
55,73310,97305,504,43,1,14.73,12,0.87,1,1,1,1.327308689,3.583333333,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,20
39,48722,190148,827,16,1,21.4,60,0.67,1,1,0,3.902713353,1.333333333,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,45
27,51479,135499,763,85,4,19.54,24,0.48,1,0,0,2.632121836,7.083333333,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,4
60,39575,31070,529,92,2,13.12,48,0.26,0,0,0,0.785091598,7.666666667,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3
45,71947,84399,573,79,1,19.56,24,0.81,1,1,0,1.173071845,6.583333333,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,23
48,113985,125924,704,75,4,18.46,36,0.25,0,1,0,1.104741852,6.25,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,49
39,30322,72182,774,84,3,3.28,12,0.44,1,0,1,2.380515797,7.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16
31,79170,117981,768,0,2,10.63,60,0.86,1,1,0,1.49022357,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,12
58,25351,10344,424,3,1,3.1,36,0.35,0,0,0,0.408031241,0.25,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37
67,109008,138047,477,109,4,15.89,36,0.49,0,0,1,1.266393292,9.083333333,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
30,91929,7082,781,94,1,21.08,12,0.53,1,0,1,0.077037714,7.833333333,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,48
69,110650,228396,737,92,1,15.66,36,0.65,0,1,1,2.06413014,7.666666667,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11
31,19286,214881,310,6,2,19.06,12,0.56,0,1,0,11.14181271,0.5,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,21
48,41967,56156,476,11,3,4.88,12,0.28,0,0,0,1.338098983,0.916666667,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22
42,80596,11593,787,91,3,14.26,12,0.3,0,0,1,0.143840885,7.583333333,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,28
33,26766,135852,578,86,3,22.17,48,0.52,0,0,1,5.0755436,7.166666667,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,26
21,101776,239238,693,53,1,21.67,12,0.73,1,0,1,2.350632762,4.416666667,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,21
37,23635,198270,564,39,4,2.18,12,0.15,0,1,1,8.388830125,3.25,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3
27,19066,72276,305,98,2,22.4,48,0.34,0,0,1,3.790831847,8.166666667,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,21
29,31733,122452,495,116,2,17.06,60,0.23,0,1,0,3.858822046,9.666666667,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,22
47,18640,38169,321,46,1,6.1,24,0.51,0,0,1,2.047693133,3.833333333,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,14
50,60664,246701,717,52,4,4.45,60,0.38,1,0,1,4.066678755,4.333333333,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43
40,31530,246394,594,89,4,14.75,36,0.28,0,1,0,7.81458928,7.416666667,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0
40,88113,195317,740,64,3,7.96,12,0.31,0,0,1,2.216664964,5.333333333,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
57,130023,167063,415,100,3,20.54,36,0.7,1,0,0,1.284872676,8.333333333,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,24
58,130654,89745,698,16,3,16.67,36,0.67,0,0,0,0.686890566,1.333333333,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,36
34,15045,76153,731,32,3,13.01,48,0.36,1,1,1,5.061681622,2.666666667,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,11
32,102773,52408,426,0,1,8.59,24,0.41,1,0,1,0.509939381,0.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3
24,92586,213213,327,108,1,12.98,60,0.58,1,1,1,2.302864364,9.0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,37
24,51414,12931,383,82,2,8.9,48,0.8,1,1,0,0.251507372,6.833333333,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,8
61,118309,40501,845,75,2,8.19,12,0.53,0,1,1,0.342332367,6.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
59,34388,130653,663,9,3,15.6,60,0.49,1,1,0,3.79937769,0.75,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,28
27,108789,229362,378,84,2,19.72,24,0.43,0,0,0,2.108319775,7.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,5
20,31819,49819,304,0,3,3.19,60,0.37,1,0,0,1.565699739,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,14
